title,genre,overview
Earth Girls Are Easy,"['Comedy', 'Science Fiction']","['musical', 'comedy', 'valerie', 'dealing', 'philandering', 'fiancé', 'ted', 'finds', 'trio', 'aliens', 'crashed', 'spaceship', 'swimming', 'pool', 'furry', 'beings', 'shaved', 'girlfriends', 'salon', 'women', 'discover', 'three', 'handsome', 'men', 'underneath', 'absorbing', 'native', 'culture', 'via', 'television', 'spacemen', 'ready', 'hit', 'dating', 'scene', '1980s', 'los', 'angeles']"
Pathfinder,"['Adventure', 'Action']","['viking', 'boy', 'left', 'behind', 'clan', 'battles', 'native', 'american', 'tribe', 'raised', 'within', 'tribe', 'ultimately', 'becomes', 'savior', 'fight', 'norsemen']"
Rogue,"['Action', 'Adventure']","['battlehardened', 'o', '’', 'hara', 'leads', 'lively', 'mercenary', 'team', 'soldiers', 'daring', 'mission', 'rescue', 'hostages', 'captors', 'remote', 'africa', 'mission', 'goes', 'awry', 'team', 'stranded', 'o', '’', 'hara', '’', 's', 'squad', 'must', 'face', 'bloody', 'brutal', 'encounter', 'gang', 'rebels']"
Kill Me Three Times,"['Comedy', 'Thriller', 'Mystery']","['seemingly', 'routine', 'job', 'jaded', 'hit', 'man', 'discovers', 'hes', 'one', 'target', 'crosshairs']"
G.I. Joe: Retaliation,"['Science Fiction', 'Adventure', 'Action', 'Thriller']","['framed', 'crimes', 'country', 'gi', 'joe', 'team', 'terminated', 'presidential', 'order', 'forces', 'gi', 'joes', 'fighting', 'mortal', 'enemy', 'cobra', 'forced', 'contend', 'threats', 'within', 'government', 'jeopardize', 'existence']"
Little Evil,"['Comedy', 'Horror']","['gary', 'married', 'samantha', 'woman', 'dreams', 'discovers', 'sixyearold', 'son', 'may', 'antichrist']"
Diana,"['Drama', 'Romance']","['last', 'two', 'years', 'life', 'princess', 'diana', 'campaigns', 'use', 'land', 'mines', 'secret', 'love', 'affair', 'pakistani', 'heart', 'surgeon']"
The Black Dahlia,"['Crime', 'Thriller', 'Drama']","['1940s', 'los', 'angeles', 'two', 'former', 'boxersturnedcops', 'must', 'grapple', 'corruption', 'narcissism', 'stag', 'films', 'family', 'madness', 'pursue', 'killer', 'aspiring', 'young', 'actress']"
Admission,"['Comedy', 'Drama', 'Romance']","['straitlaced', 'princeton', 'university', 'admissions', 'officer', 'portia', 'nathan', 'caught', 'offguard', 'makes', 'recruiting', 'visit', 'alternative', 'high', 'school', 'overseen', 'former', 'college', 'classmate', 'freewheeling', 'john', 'pressman', 'pressman', 'surmised', 'jeremiah', 'gifted', 'yet', 'unconventional', 'student', 'might', 'well', 'son', 'portia', 'secretly', 'gave', 'adoption', 'many', 'years', 'ago']"
Brüno,['Comedy'],"['flamboyantly', 'gay', 'austrian', 'television', 'reporter', 'bruno', 'stirs', 'trouble', 'unsuspecting', 'guests', 'large', 'crowds', 'brutally', 'frank', 'interviews', 'painfully', 'hilarious', 'public', 'displays', 'homosexuality']"
Artemis Fowl,"['Adventure', 'Fantasy', 'Science Fiction', 'Family', 'Action']","['artemis', 'fowl', '12yearold', 'genius', 'descendant', 'long', 'line', 'criminal', 'masterminds', 'soon', 'finds', 'epic', 'battle', 'race', 'powerful', 'underground', 'fairies', 'may', 'behind', 'fathers', 'disappearance']"
Max Steel,"['Action', 'Adventure', 'Science Fiction']","['adventures', 'teenager', 'max', 'mcgrath', 'alien', 'companion', 'steel', 'must', 'harness', 'combine', 'tremendous', 'new', 'powers', 'evolve', 'turbocharged', 'superhero', 'max', 'steel']"
The Volcano,['Comedy'],"['eruption', 'icelandic', 'volcano', 'eyjafjallajökull', 'causes', 'major', 'disruptions', 'travelers', 'plans', 'around', 'world', 'alain', 'valérie', 'catastrophe', 'make', 'small', 'greek', 'village', 'time', 'daughters', 'wedding', 'divorced', 'couple', 'whose', 'mutual', 'hatred', 'knows', 'bounds', 'obliged', 'set', 'road', 'together']"
The English Teacher,"['Comedy', 'Drama', 'Romance']","['teacher', 'linda', 'sinclair', 'balances', 'staid', 'home', 'life', 'incredible', 'passion', 'subject', 'routine', 'forever', 'altered', 'former', 'star', 'pupil', 'unsupportive', 'father', 'reenter', 'life']"
Our House,"['Horror', 'Drama', 'Thriller']","['ethan', 'suffering', 'enormous', 'guilt', 'parents', 'killed', 'car', 'accident', 'quits', 'promising', 'future', 'mit', 'work', 'revolutionary', 'experiment', 'order', 'care', 'younger', 'siblings']"
Knights of Badassdom,"['Adventure', 'Fantasy', 'Horror', 'Comedy']","['three', 'best', 'friends', 'dedicated', 'roleplayers', 'take', 'woods', 'reenact', 'dungeons', 'dragonslike', 'scenario', 'live', 'action', 'roleplaying', 'game', 'trouble', 'arises', 'prop', 'spellbook', 'purchased', 'internet', 'ends', 'genuine', 'grimoire', 'unwittingly', 'conjure', 'bloodlusting', 'succubus', 'hell']"
On the Road,"['Adventure', 'Drama']","['dean', 'sal', 'portrait', 'beat', 'generation', 'search', 'results', 'fast', 'paced', 'energetic', 'roller', 'coaster', 'ride', 'highs', 'lows', 'throughout', 'us']"
Wedding Daze,"['Comedy', 'Romance']","['losing', 'woman', 'dreams', 'anderson', 'convinced', 'hell', 'never', 'fall', 'love', 'urging', 'best', 'friend', 'spontaneously', 'proposes', 'dissatisfied', 'waitress', 'named', 'katie', 'innocent', 'dare', 'evolves', 'kind', 'love', 'looking', 'along']"
Primal,"['Action', 'Adventure', 'Thriller']","['biggame', 'hunter', 'zoos', 'books', 'passage', 'greek', 'shipping', 'freighter', 'fresh', 'haul', 'exotic', 'deadly', 'animals', 'amazon', 'including', 'rare', 'white', 'jaguar', '–', 'along', 'political', 'assassin', 'extradited', 'us', 'secret', 'two', 'days', 'journey', 'assassin', 'escapes', 'releases', 'captive', 'animals', 'throwing', 'ship', 'chaos']"
Machete Kills,"['Action', 'Crime', 'Thriller']","['exfederale', 'agent', 'machete', 'recruited', 'president', 'united', 'states', 'mission', 'would', 'impossible', 'mortal', 'man', '–', 'must', 'take', 'madman', 'revolutionary', 'eccentric', 'billionaire', 'arms', 'dealer', 'hatched', 'plan', 'spread', 'war', 'anarchy', 'across', 'planet']"
The Hole in the Ground,['Horror'],"['trying', 'escape', 'broken', 'past', 'sarah', 'o', '’', 'neill', 'building', 'new', 'life', 'fringes', 'backwood', 'rural', 'town', 'young', 'son', 'chris', 'terrifying', 'encounter', 'mysterious', 'neighbour', 'shatters', 'fragile', 'security', 'throwing', 'sarah', 'spiralling', 'nightmare', 'paranoia', 'mistrust', 'tries', 'uncover', 'disturbing', 'changes', 'little', 'boy', 'connected', 'ominous', 'sinkhole', 'buried', 'deep', 'forest', 'borders', 'home']"
Godzilla,"['Science Fiction', 'Action', 'Thriller']","['french', 'nuclear', 'tests', 'irradiate', 'iguana', 'giant', 'monster', 'viciously', 'attacks', 'freighter', 'ships', 'pacific', 'ocean', 'team', 'experts', 'including', 'niko', 'tatopoulos', 'conclude', 'oversized', 'reptile', 'culprit', 'long', 'giant', 'lizard', 'loose', 'manhattan', 'us', 'military', 'races', 'destroy', 'monster', 'reproduces', 'spawn', 'takes', 'world']"
Buffy the Vampire Slayer,"['Action', 'Comedy', 'Horror']","['blonde', 'bouncy', 'buffy', 'typical', 'high', 'school', 'cheerleader', 'changes', 'strange', 'man', 'informs', 'shes', 'chosen', 'fate', 'kill', 'vampires']"
The Day the Earth Stood Still,"['Drama', 'Science Fiction', 'Thriller']","['representative', 'alien', 'race', 'went', 'drastic', 'evolution', 'survive', 'climate', 'change', 'klaatu', 'comes', 'earth', 'assess', 'whether', 'humanity', 'prevent', 'environmental', 'damage', 'inflicted', 'planet', 'barred', 'speaking', 'united', 'nations', 'decides', 'humankind', 'shall', 'exterminated', 'planet', 'survive']"
Spy Kids 2: The Island of Lost Dreams,"['Action', 'Adventure', 'Family', 'Comedy', 'Science Fiction', 'Drama']","['exploring', 'adventures', 'carmen', 'juni', 'cortez', 'joined', 'family', 'spy', 'business', 'level', '2', 'oss', 'agents', 'new', 'mission', 'save', 'world', 'mad', 'scientist', 'living', 'volcanic', 'island', 'populated', 'imaginative', 'menagerie', 'creatures', 'bizarre', 'island', 'none', 'cortezs', 'gadgets', 'work', 'must', 'rely', 'witsand', 'otherto', 'survive', 'save', 'day']"
Fantastic Four: Rise of the Silver Surfer,"['Science Fiction', 'Adventure', 'Action']","['fantastic', 'four', 'return', 'big', 'screen', 'new', 'powerful', 'enemy', 'threatens', 'earth', 'seemingly', 'unstoppable', 'silver', 'surfer', 'seems', 'old', 'new', 'enemies', 'pose', 'greater', 'threat', 'intrepid', 'superheroes', 'realize']"
An Easy Girl,"['Comedy', 'Drama']","['naïma', 'turned', '16', 'summer', 'decide', 'wants', 'life', 'doesn', '’', 't', 'want', 'miss', 'cousin', 'sofia', 'arrives', 'amazing', 'body', 'dangerously', 'seductive', 'lifestyle', 'naïma', 'desires', 'follow', 'path', 'long', 'leads', 'upwards…', 'despite', 'warnings', 'best', 'friend', 'dodo', 'sofia', 'live', 'unforgettable', 'encounters', 'long', 'summer', 'mark', 'forever']"
Wish Upon,"['Horror', 'Thriller', 'Fantasy']","['teenage', 'girl', 'discovers', 'box', 'magical', 'powers', 'powers', 'comes', 'deadly', 'price']"
The Cloverfield Paradox,"['Horror', 'Science Fiction', 'Action', 'Thriller']","['orbiting', 'planet', 'brink', 'war', 'scientists', 'test', 'device', 'solve', 'energy', 'crisis', 'end', 'facetoface', 'dark', 'alternate', 'reality']"
Æon Flux,"['Science Fiction', 'Action', 'Thriller']","['400', 'years', 'future', 'disease', 'wiped', 'majority', 'worlds', 'population', 'except', 'one', 'walled', 'city', 'bregna', 'ruled', 'congress', 'scientists', 'æon', 'flux', 'top', 'operative', 'underground', 'monican', 'rebellion', 'sent', 'mission', 'kill', 'government', 'leader', 'uncovers', 'world', 'secrets']"
Renegades,"['Thriller', 'Action']","['midst', 'balkan', 'wars', 'squad', 'navy', 'seals', 'attempts', 'unravel', 'longforgotten', 'mystery', 'discovering', 'enormous', 'treasure', 'trove', 'hidden', 'bottom', 'lake', 'serbia']"
Voice from the Stone,"['Mystery', 'Thriller', 'Drama', 'Romance']","['verena', 'nurse', 'arrives', 'old', 'mansion', 'italy', 'help', 'young', 'boy', 'fallen', 'silent', 'since', 'sudden', 'passing', 'mother']"
George of the Jungle,"['Adventure', 'Comedy', 'Family', 'Romance']","['deep', 'african', 'jungle', 'baby', 'named', 'george', 'sole', 'survivor', 'plane', 'crash', 'raised', 'gorillas', 'george', 'grows', 'buff', 'lovable', 'klutz', 'rain', 'forest', 'full', 'animal', 'friends', 'tookie', 'bigbeaked', 'toucan', 'messenger', 'ape', 'witty', 'talking', 'gorilla', 'shep', 'peanutloving', 'pooch', 'elephant', 'poachers', 'mess', 'georges', 'pals', 'king', 'swing', 'swings', 'action']"
The Omen,"['Horror', 'Drama']","['diplomatic', 'couple', 'adopts', 'son', 'devil', 'without', 'knowing', 'remake', 'classic', 'horror', 'film', 'name', '1976']"
Norbit,['Comedy'],"['mildmannered', 'guy', 'engaged', 'monstrous', 'woman', 'meets', 'woman', 'dreams', 'schemes', 'find', 'way']"
Skylines,"['Science Fiction', 'Action']","['virus', 'threatens', 'turn', 'earthdwelling', 'friendly', 'alien', 'hybrids', 'humans', 'captain', 'rose', 'corley', 'must', 'lead', 'team', 'elite', 'mercenaries', 'mission', 'alien', 'world', 'order', 'save', 'whats', 'left', 'humanity']"
Mute,"['Science Fiction', 'Mystery', 'Thriller']","['mute', 'man', 'violent', 'past', 'forced', 'take', 'teeming', 'underworld', 'nearfuture', 'berlin', 'searches', 'missing', 'girlfriend']"
Fun Size,['Comedy'],"['wren', 'invited', 'halloween', 'party', 'crush', 'aaron', 'riley', 'also', 'forced', 'mother', 'take', 'oddball', 'little', 'brother', 'albert', 'goes', 'trickortreating', 'halloween', 'goes', 'party', 'instead', 'loses', 'must', 'find', 'mother', 'finds']"
Confessions of a Teenage Drama Queen,['Comedy'],"['always', 'dramatic', 'lola', 'family', 'move', 'form', 'center', 'everything', 'new', 'york', 'city', 'center', 'cultural', 'wasteland', 'suburban', 'new', 'jersey', 'feels', 'life', 'simply', 'worth', 'living', 'matter', 'gets', 'way', 'lola', 'wont', 'give', 'lifes', 'ambition', 'star', 'crowdpleasing', 'movie', 'treat', 'bursting', 'music', 'dance', 'excitement', 'lolas', 'funfilled', 'adventure', 'wont', 'glamorous', 'easy', 'might', 'show', 'real', 'life', 'could', 'exceed', 'even', 'wildest', 'dreams']"
Cowboys & Aliens,"['Action', 'Science Fiction', 'Thriller', 'Western']","['stranger', 'stumbles', 'desert', 'town', 'absolution', 'memory', 'past', 'futuristic', 'shackle', 'around', 'wrist', 'help', 'mysterious', 'beauty', 'ella', 'ironfisted', 'colonel', 'dolarhyde', 'finds', 'leading', 'unlikely', 'posse', 'cowboys', 'outlaws', 'apache', 'warriors', 'common', 'enemy', 'beyond', 'world', 'epic', 'showdown', 'survival']"
Cadaver,"['Drama', 'Horror', 'Thriller']","['aftermath', 'nuclear', 'disaster', 'starving', 'family', 'find', 'hope', 'charismatic', 'hotel', 'owner', 'lured', 'prospect', 'free', 'dinner', 'discover', 'evenings', 'entertainment', 'blurs', 'lines', 'performance', 'reality', 'wind', 'spectators', 'spectacle']"
House on Haunted Hill,['Horror'],"['amusement', 'park', 'mogul', 'offers', 'random', 'group', 'diverse', 'people', '1', 'million', 'spend', 'night', 'decrepit', 'former', 'mental', 'institution']"
"You, Me and Dupree","['Comedy', 'Romance']","['standing', 'best', 'man', 'longtime', 'friend', 'carl', 'petersen', 'randy', 'dupree', 'loses', 'job', 'becomes', 'barfly', 'attaches', 'newlywed', 'couple', 'almost', 'permanently', 'houseguest', 'longer', 'dupree', 'camps', 'couch', 'closer', 'gets', 'carls', 'bride', 'molly', 'leaving', 'frustrated', 'groom', 'wondering', 'pal', 'moving']"
White Noise,"['Comedy', 'Drama']","['jack', 'gladney', 'professor', 'hitler', 'studies', 'thecollegeonthehill', 'husband', 'babette', 'father', 'four', 'childrenstepchildren', 'torn', 'asunder', 'chemical', 'spill', 'rail', 'car', 'releases', 'airborne', 'toxic', 'event', 'forcing', 'jack', 'confront', 'biggest', 'fear', 'mortality']"
The Final Destination,"['Horror', 'Mystery']","['young', 'mans', 'premonition', 'deadly', 'racecar', 'crash', 'helps', 'saves', 'lives', 'peers', 'death', 'sets', 'collect', 'evaded', 'end']"
The Tuche Family: The American Dream,['Comedy'],"['les', 'tuche', 'modest', 'french', 'family', 'change', 'life', 'winning', 'super', 'lottery', 'thanks', 'money', 'parents', 'son', 'donald', 'aka', 'coincoin', 'goes', 'los', 'angeles', 'improve', 'english', 'la', 'university', 'meets', 'jennifer', 'daughter', 'famous', 'american', 'financier']"
Yogi Bear,"['Comedy', 'Family', 'Animation', 'Adventure']","['documentary', 'filmmaker', 'travels', 'jellystone', 'park', 'shoot', 'project', 'soon', 'crosses', 'paths', 'yogi', 'bear', 'sidekick', 'booboo', 'ranger', 'smith']"
Kill Command,"['Action', 'Horror', 'Science Fiction', 'Thriller']","['set', 'near', 'future', 'technologyreliant', 'society', 'pits', 'man', 'killing', 'machines', 'backdrop', 'elite', 'army', 'unit', 'helicoptered', 'remote', 'offthegrid', 'island', 'training', 'facility', 'starts', 'simple', 'training', 'exercise', 'captain', 'bukes', 'tightknit', 'unit', 'descends', 'terrifying', 'battle', 'death', 'marines', 'discover', 'island', 'overrun', 'enemy', 'transcends', 'human', 'concept', 'evil']"
Universal Soldier: Regeneration,"['Adventure', 'Action', 'Science Fiction', 'Thriller']","['terrorists', 'threaten', 'nuclear', 'catastrophe', 'chernobyl', 'worlds', 'hope', 'reactivate', 'decommissioned', 'universal', 'soldier', 'luc', 'deveraux', 'rearmed', 'reprogrammed', 'deveraux', 'must', 'take', 'nemesis', 'original', 'universal', 'soldier', 'nextgeneration', 'unisol', 'seems', 'almost', 'unstoppable']"
Leatherface,"['Horror', 'Thriller']","['young', 'nurse', 'kidnapped', 'group', 'violent', 'teens', 'escape', 'mental', 'hospital', 'take', 'road', 'trip', 'hell', 'pursued', 'equally', 'deranged', 'lawman', 'revenge', 'one', 'teens', 'destined', 'tragedy', 'horrors', 'destroy', 'mind', 'moulding', 'monster', 'named', 'leatherface']"
Bad Teacher,['Comedy'],"['lazy', 'incompetent', 'middle', 'school', 'teacher', 'hates', 'job', 'students', 'forced', 'return', 'job', 'make', 'enough', 'money', 'boob', 'job', 'rich', 'fiancé', 'dumps']"
The Box,"['Thriller', 'Science Fiction']","['norma', 'arthur', 'lewis', 'suburban', 'couple', 'young', 'child', 'receive', 'simple', 'wooden', 'box', 'gift', 'bears', 'fatal', 'irrevocable', 'consequences', 'mysterious', 'stranger', 'delivers', 'message', 'box', 'promises', 'bestow', 'upon', 'owner', '1', 'million', 'press', 'button', 'however', 'pressing', 'button', 'simultaneously', 'cause', 'death', 'another', 'human', 'somewhere', 'world', 'someone', 'dont', 'know', '24', 'hours', 'box', 'possession', 'norma', 'arthur', 'find', 'crosshairs', 'startling', 'moral', 'dilemma', 'must', 'face', 'true', 'nature', 'humanity']"
Joe Dirt,"['Mystery', 'Adventure', 'Comedy', 'Romance', 'Drama']","['joe', 'dirt', 'janitor', 'mullet', 'hairdo', 'acidwashed', 'jeans', 'dream', 'find', 'parents', 'lost', 'grand', 'canyon', 'belligerent', 'trailer', 'parkraised', 'eightyearold', 'blasting', 'van', 'halen', 'jackedup', 'economy', 'car', 'irrepressibly', 'optimistic', 'joe', 'hits', 'road', 'alone', 'search', 'folks']"
Bullet to the Head,"['Action', 'Crime', 'Thriller']","['watching', 'respective', 'partners', 'die', 'cop', 'hitman', 'form', 'alliance', 'order', 'bring', 'common', 'enemy']"
An American Haunting,"['Horror', 'Thriller', 'Mystery']","['based', 'true', 'events', 'case', 'us', 'history', 'spirit', 'caused', 'death', 'man']"
Saving Silverman,"['Comedy', 'Crime', 'Romance']","['pair', 'buddies', 'conspire', 'save', 'best', 'friend', 'marrying', 'wrong', 'woman', 'coldhearted', 'beauty', 'snatches', 'breaks', 'neil', 'diamond', 'cover', 'band']"
Sabotage,"['Action', 'Drama', 'Thriller', 'Crime']","['john', 'breacher', 'wharton', 'leads', 'elite', 'dea', 'task', 'force', 'takes', 'worlds', 'deadliest', 'drug', 'cartels', 'team', 'successfully', 'executes', 'highstakes', 'raid', 'cartel', 'safe', 'house', 'think', 'work', 'done', '–', 'onebyone', 'team', 'members', 'mysteriously', 'start', 'eliminated', 'body', 'count', 'rises', 'everyone', 'suspect']"
Taxi 4,"['Action', 'Comedy']","['extradited', 'africa', 'stand', 'trial', 'notorious', 'belgian', 'criminal', 'entrusted', 'marseilles', 'police', 'department', 'less', '24', 'hours', 'wily', 'crook', 'convinces', 'bumbling', 'policeman', 'emilien', 'hes', 'lowly', 'belgian', 'embassy', 'employee', 'got', 'railroaded', 'brilliant', 'master', 'criminal']"
By the Sea,"['Drama', 'Romance']","['set', 'france', 'mid1970s', 'vanessa', 'former', 'dancer', 'husband', 'roland', 'american', 'writer', 'travel', 'country', 'together', 'seem', 'growing', 'apart', 'linger', 'one', 'quiet', 'seaside', 'town', 'begin', 'draw', 'close', 'vibrant', 'inhabitants', 'local', 'barcafékeeper', 'hotel', 'owner']"
